ID,Year_Birth,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Children,Dt_Customer,Customer_Tenure,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpend,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,TotalPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,PreviousCampaignAcceptedTotal,CampaignAcceptedTotal,Complain,SpendPercentile,CustomerValueSegment,RetentionSegment
5376,1979,35,Graduation,Married,2447.0,1,0,1,2013-01-06,539,42,1,1,1725,1,1,1,1730,15,0,28,0,1,43,0,0,0,0,0,0,0,0,0,0.9438176895306859,High Value,Champions
1993,1949,65,PhD,Married,58607.0,0,1,1,2012-12-23,553,63,867,0,86,0,0,19,972,3,2,3,9,8,17,0,0,0,1,0,0,1,1,0,0.7184115523465704,Mid Value,Loyal Customers
4047,1954,60,PhD,Married,65324.0,0,1,1,2014-01-11,169,0,384,0,102,21,32,5,544,3,6,2,9,4,20,0,0,0,0,0,0,0,0,0,0.569268953068592,Mid Value,Potential Loyalists
1409,1951,63,Graduation,Together,40689.0,0,1,1,2013-03-18,468,69,270,3,27,39,6,99,444,7,7,1,5,8,20,0,0,0,0,0,0,0,0,0,0.5300090252707581,Mid Value,Loyal Customers
7892,1969,45,Graduation,Single,18589.0,0,0,0,2013-01-02,543,89,6,4,25,15,12,13,75,2,2,1,3,7,8,0,0,0,0,0,0,0,0,0,0.26827617328519854,Low Value,Low Value
2404,1976,38,Graduation,Married,53359.0,1,1,2,2013-05-27,398,4,173,4,30,3,6,41,257,4,5,1,4,7,14,0,0,0,0,0,0,0,0,0,0.4305054151624549,Low Value,Low Value
9422,1989,25,Graduation,Married,38360.0,1,0,1,2013-05-31,394,26,36,2,42,20,21,10,131,2,2,1,4,3,9,0,0,0,0,0,0,0,0,0,0.3495036101083033,Low Value,Low Value
1966,1965,49,PhD,Married,84618.0,0,0,0,2013-11-22,219,96,684,100,801,21,66,0,1672,1,6,9,10,2,26,0,0,0,0,1,0,1,1,0,0.930731046931408,High Value,At-Risk High Value
6864,1989,25,Master,Divorced,10979.0,0,0,0,2014-05-22,38,34,8,4,10,2,2,4,30,2,3,0,3,5,8,0,0,0,0,0,0,0,0,0,0.0812274368231047,Low Value,Low Value
3033,1963,51,Master,Together,38620.0,0,0,0,2013-05-11,414,56,112,17,44,34,22,89,318,1,2,5,3,3,11,0,0,0,0,0,0,0,0,0,0.47044223826714804,Low Value,Low Value
5710,1970,44,Graduation,Together,40548.0,0,1,1,2012-10-10,627,31,110,0,5,2,0,3,120,2,2,1,4,5,9,0,0,0,1,0,0,1,1,0,0.3379963898916967,Low Value,Low Value
7373,1952,62,PhD,Divorced,46610.0,0,2,2,2012-10-29,608,8,96,12,96,33,22,43,302,6,4,1,6,6,17,0,0,0,0,0,1,0,1,0,0.45893501805054154,Low Value,Loyal Customers
8755,1946,68,Master,Married,68657.0,0,0,0,2013-02-20,494,4,482,34,471,119,68,22,1196,1,3,5,9,7,18,0,0,0,0,0,0,0,0,0,0.8102436823104693,High Value,Champions
10738,1951,63,Master,Single,49389.0,1,1,2,2013-08-29,304,55,40,0,19,2,1,3,65,1,2,0,3,7,6,0,0,0,0,0,0,0,0,0,0.23623646209386281,Low Value,Low Value
4339,1970,44,PhD,Married,67353.0,0,1,1,2013-12-31,180,37,702,17,151,0,8,35,913,5,5,6,12,2,28,0,0,0,0,0,0,0,0,0,0.6962996389891697,Mid Value,Potential Loyalists
10755,1976,38,2n Cycle,Married,23718.0,1,0,1,2013-09-02,300,76,6,3,14,15,7,36,81,3,3,1,2,7,9,0,0,0,0,0,0,0,0,0,0.28497292418772563,Low Value,Low Value
8595,1973,41,Graduation,Widow,42429.0,0,1,1,2014-02-11,138,99,55,0,6,2,0,4,67,2,1,1,3,5,7,0,0,0,0,0,0,0,0,0,0.243456678700361,Low Value,Low Value
2968,1943,71,PhD,Divorced,48948.0,0,0,0,2013-02-01,513,53,437,8,206,160,49,42,902,2,7,10,5,6,24,0,0,1,0,0,1,1,2,0,0.6895306859205776,Mid Value,Potential Loyalists
8601,1980,34,Graduation,Married,80011.0,0,1,1,2013-04-29,426,3,421,76,536,82,178,102,1395,2,8,6,5,4,21,0,0,0,0,0,0,0,0,0,0.8668772563176895,High Value,Champions
503,1985,29,Master,Married,20559.0,1,0,1,2013-03-12,474,88,13,1,29,3,0,7,53,2,2,0,3,8,7,0,0,0,0,0,0,0,0,0,0.1865974729241877,Low Value,Low Value
8430,1957,57,Graduation,Together,21994.0,0,1,1,2012-12-24,552,4,9,0,6,3,1,3,22,1,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0.048962093862815886,Low Value,Low Value
2139,1975,39,Master,Married,7500.0,1,0,1,2013-10-02,270,19,3,1,10,3,2,12,31,3,2,0,3,5,8,0,0,0,0,0,0,0,0,0,0.08596570397111913,Low Value,Low Value
1371,1976,38,Graduation,Single,79941.0,0,0,0,2014-06-28,1,72,123,164,266,227,30,174,984,1,2,4,9,1,16,0,0,0,0,0,0,0,0,0,0.7256317689530686,Mid Value,Low Value
9909,1996,18,2n Cycle,Married,7500.0,0,0,0,2012-11-09,597,24,3,18,14,15,22,50,122,3,3,1,3,9,10,0,0,0,0,0,1,0,1,0,0.3418321299638989,Low Value,Low Value
7286,1968,46,Graduation,Together,41728.0,1,0,1,2013-05-24,401,92,13,6,15,3,5,13,55,1,2,0,2,10,5,0,0,0,0,0,0,0,0,0,0.1976534296028881,Low Value,Low Value
6566,1954,60,PhD,Married,72550.0,1,1,2,2012-11-08,598,39,826,50,317,50,38,38,1319,9,5,2,12,8,28,0,0,0,0,0,0,0,0,0,0.8443140794223827,High Value,Champions
8614,1957,57,Graduation,Widow,65486.0,0,1,1,2014-05-12,48,29,245,19,125,37,67,14,507,1,4,2,10,2,17,0,0,0,0,0,0,0,0,0,0.5588898916967509,Mid Value,Potential Loyalists
4114,1964,50,Master,Married,79143.0,0,0,0,2012-08-11,687,2,650,37,780,27,167,32,1693,1,6,9,13,3,29,0,0,0,0,0,0,0,0,0,0.9372743682310469,High Value,Champions
1331,1977,37,Graduation,Single,35790.0,1,0,1,2013-01-02,543,54,12,6,20,30,1,3,72,2,2,0,3,7,7,0,0,0,0,0,0,0,0,0,0.2621841155234657,Low Value,Low Value
2225,1977,37,Graduation,Divorced,82582.0,0,0,0,2014-06-07,22,54,510,120,550,156,40,241,1617,1,4,9,7,1,21,1,0,1,0,0,1,2,3,0,0.9194494584837545,High Value,Champions
9381,1978,36,Graduation,Married,66373.0,1,1,2,2013-06-12,382,57,328,9,124,12,24,109,606,7,4,2,10,3,23,0,0,0,0,0,0,0,0,0,0.5907039711191335,Mid Value,Potential Loyalists
6260,1955,59,Master,Together,82384.0,0,0,0,2012-11-19,587,55,984,51,432,180,120,190,1957,1,3,10,13,1,27,0,0,0,0,1,1,1,2,0,0.9747292418772563,High Value,Champions
10383,1966,48,Graduation,Divorced,70287.0,0,0,0,2013-04-02,453,30,295,35,482,121,120,40,1093,1,5,5,10,3,21,0,0,0,0,0,1,0,1,0,0.7666967509025271,Mid Value,Potential Loyalists
7437,1988,26,Graduation,Single,27938.0,1,0,1,2014-04-28,62,31,13,0,8,2,1,5,29,1,1,0,4,3,6,0,0,0,0,0,0,0,0,0,0.07694043321299639,Low Value,Low Value
8375,1968,46,PhD,Married,55954.0,0,1,1,2014-03-03,118,63,447,0,28,0,0,43,518,3,8,2,6,7,19,0,0,0,0,0,0,0,0,0,0.5606949458483754,Mid Value,Loyal Customers
6853,1982,32,Master,Single,75777.0,0,0,0,2013-07-04,360,12,712,26,538,69,13,80,1438,1,3,6,11,1,21,0,0,0,1,1,1,2,3,0,0.8743231046931408,High Value,Champions
3076,1975,39,Graduation,Together,66653.0,1,1,2,2012-09-07,660,18,452,18,102,16,18,6,612,4,4,2,12,3,22,0,0,0,0,0,0,0,0,0,0.5947653429602888,Mid Value,Potential Loyalists
1012,1952,62,Graduation,Single,61823.0,0,1,1,2013-02-18,496,26,523,7,134,37,14,169,884,4,8,2,10,7,24,0,0,0,0,0,0,0,0,0,0.6827617328519856,Mid Value,Potential Loyalists
6518,1951,63,PhD,Widow,67680.0,0,1,1,2013-06-11,383,8,546,0,48,0,6,6,606,1,7,3,8,5,19,0,0,0,0,0,0,0,0,0,0.5907039711191335,Mid Value,Potential Loyalists
4137,1948,66,Graduation,Together,70666.0,0,0,0,2013-12-06,205,29,398,40,367,119,122,30,1076,1,7,4,4,4,16,0,0,0,0,0,0,0,0,0,0.759927797833935,Mid Value,Potential Loyalists
8082,1971,43,Graduation,Married,25721.0,1,0,1,2013-05-21,404,75,1,3,6,3,6,15,34,1,1,1,2,7,5,0,0,0,0,0,1,0,1,0,0.09747292418772563,Low Value,Low Value
1386,1967,47,Graduation,Together,32474.0,1,1,2,2014-05-11,49,0,10,0,1,0,0,0,11,1,1,0,2,7,4,0,0,0,0,0,0,0,0,0,0.007671480144404332,Low Value,Low Value
9369,1979,35,2n Cycle,Single,88194.0,0,1,1,2014-03-19,102,19,688,14,309,201,24,38,1274,1,11,10,10,5,32,1,0,1,0,0,1,2,3,0,0.8321299638989169,High Value,Champions
4477,1958,56,Graduation,Together,69096.0,0,1,1,2013-09-27,275,4,247,49,159,7,82,109,653,1,5,2,10,4,18,0,0,0,0,0,0,0,0,0,0.6044675090252708,Mid Value,Potential Loyalists
1357,1970,44,Graduation,Together,74854.0,1,2,3,2013-04-08,447,90,856,59,487,58,29,73,1562,7,2,5,5,5,19,0,0,0,0,0,0,0,0,0,0.9038808664259927,High Value,At-Risk High Value
1402,1954,60,Master,Married,66991.0,0,0,0,2012-09-11,656,1,496,36,460,189,60,12,1253,3,4,8,6,3,21,0,0,0,0,0,0,0,0,0,0.8282942238267148,High Value,Champions
6312,1959,55,Graduation,Married,65031.0,0,1,1,2013-03-17,469,29,258,107,291,84,37,86,863,4,10,3,13,7,30,0,0,0,0,0,0,0,0,0,0.6755415162454874,Mid Value,Potential Loyalists
8132,1975,39,PhD,Married,60631.0,1,1,2,2013-04-05,450,88,565,6,65,0,6,19,661,5,9,2,8,7,24,0,0,0,1,0,0,1,1,0,0.6089801444043321,Mid Value,Loyal Customers
1050,1952,62,Graduation,Married,28332.0,0,0,0,2014-04-30,60,58,14,10,13,4,15,9,65,1,2,1,4,2,8,0,0,0,0,0,0,0,0,0,0.23623646209386281,Low Value,Low Value
5846,1977,37,Graduation,Divorced,40246.0,1,0,1,2012-12-19,557,68,2,1,6,2,1,1,13,1,1,0,2,6,4,0,0,0,0,0,0,0,0,0,0.01105595667870036,Low Value,Low Value
1859,1972,42,Master,Married,75251.0,0,0,0,2012-08-27,671,34,721,111,925,97,18,18,1890,1,7,6,5,5,19,0,0,0,0,0,1,0,1,0,0.9638989169675091,High Value,Champions
7503,1976,38,Graduation,Single,75825.0,0,0,0,2012-10-12,625,40,1032,105,779,137,105,51,2209,0,5,8,9,4,22,0,0,1,0,0,1,1,2,0,0.9923285198555957,High Value,Champions
10401,1976,38,2n Cycle,Together,26326.0,0,0,0,2013-09-04,298,12,1,0,5,0,3,9,18,1,0,0,3,3,4,0,0,0,0,0,0,0,0,1,0.031137184115523464,Low Value,Low Value
1618,1965,49,Graduation,Together,56046.0,0,0,0,2013-01-02,543,9,577,0,64,0,0,51,692,2,10,1,8,8,21,0,0,1,0,0,1,1,2,0,0.6193592057761733,Mid Value,Potential Loyalists
3332,1985,29,Graduation,Single,29760.0,1,0,1,2012-08-29,669,87,64,4,68,7,5,17,165,4,3,1,4,8,12,0,0,0,0,0,0,0,0,0,0.378384476534296,Low Value,Low Value
2261,1969,45,Graduation,Married,26304.0,1,0,1,2013-06-23,371,5,4,1,5,2,0,4,16,1,1,0,2,7,4,0,0,0,0,0,0,0,0,0,0.02075812274368231,Low Value,Low Value
5346,1973,41,2n Cycle,Married,23559.0,1,0,1,2013-07-03,361,87,25,5,19,7,0,23,79,3,3,0,3,7,9,0,0,0,0,0,0,0,0,0,0.27955776173285196,Low Value,Low Value
4119,1963,51,Master,Together,38620.0,0,0,0,2013-05-11,414,56,112,17,44,34,22,89,318,1,2,5,3,3,11,0,0,0,0,0,0,0,0,0,0.47044223826714804,Low Value,Low Value
535,1987,27,Graduation,Divorced,81361.0,0,0,0,2014-02-25,124,18,163,23,424,27,65,76,778,1,3,10,13,1,27,0,0,0,0,0,0,0,0,0,0.6464350180505415,Mid Value,Potential Loyalists
5268,1960,54,Graduation,Married,29440.0,1,1,2,2013-08-11,322,95,17,8,14,10,4,3,56,2,1,0,4,7,7,0,0,0,0,0,0,0,0,0,0.2019404332129964,Low Value,Low Value
273,1970,44,Master,Married,36138.0,1,1,2,2013-07-16,348,48,130,0,16,0,0,5,151,5,3,1,4,7,13,0,0,0,1,0,0,1,1,0,0.3677797833935018,Low Value,Low Value
4452,1957,57,Graduation,Single,50388.0,0,1,1,2014-05-28,32,3,292,6,37,0,3,34,372,4,6,1,6,7,17,1,0,0,1,0,1,2,3,0,0.49097472924187724,Low Value,Loyal Customers
8504,1973,41,Graduation,Married,79593.0,0,0,0,2014-05-12,48,70,350,60,568,110,133,145,1366,1,5,6,7,2,19,0,0,0,0,1,0,1,1,0,0.8558212996389891,High Value,At-Risk High Value
771,1967,47,Graduation,Together,54178.0,0,1,1,2014-01-21,159,79,135,9,39,4,0,7,194,1,2,2,5,2,10,0,0,0,0,0,0,0,0,0,0.3993682310469314,Low Value,Low Value
11178,1972,42,Master,Single,42394.0,1,0,1,2014-03-23,98,69,15,2,10,0,1,4,32,1,1,0,3,7,5,0,0,0,0,0,0,0,0,0,0.09070397111913357,Low Value,Low Value
2230,1970,44,PhD,Married,23626.0,1,0,1,2014-05-24,36,84,27,2,14,0,0,0,43,3,3,1,3,5,10,0,0,0,0,0,0,0,0,0,0.13740974729241878,Low Value,Low Value
7516,1983,31,Graduation,Married,30096.0,1,0,1,2014-05-22,38,30,5,3,11,12,5,9,45,1,2,0,3,6,6,0,0,0,0,0,0,0,0,0,0.1500451263537906,Low Value,Low Value
7247,1960,54,Graduation,Widow,47916.0,0,1,1,2012-11-22,584,72,505,0,26,0,0,75,606,5,7,4,6,6,22,0,0,0,1,0,0,1,1,0,0.5907039711191335,Mid Value,Loyal Customers
11100,1972,42,Graduation,Divorced,51813.0,1,1,2,2013-04-11,444,37,51,2,7,0,1,2,63,2,2,0,3,7,7,0,0,0,0,0,0,0,0,0,0.22856498194945848,Low Value,Low Value
4646,1951,63,2n Cycle,Married,78497.0,0,0,0,2013-12-01,210,44,207,26,447,75,0,223,978,1,5,7,12,2,25,1,0,0,0,0,0,1,1,0,0.7226985559566786,Mid Value,Potential Loyalists
3037,1983,31,PhD,Married,50150.0,0,0,0,2013-06-20,374,32,135,46,92,65,61,11,410,2,5,2,7,5,16,0,0,0,0,0,0,0,0,0,0.5092509025270758,Mid Value,Potential Loyalists
1473,1960,54,2n Cycle,Single,47823.0,0,1,1,2013-07-23,341,0,53,1,5,2,1,10,72,2,2,0,3,8,7,0,0,0,0,0,0,0,0,0,0.2621841155234657,Low Value,Low Value
1016,1959,55,PhD,Single,34554.0,0,1,1,2014-03-30,91,43,41,1,6,2,0,5,55,2,2,0,3,6,7,0,0,0,0,0,0,0,0,0,0.1976534296028881,Low Value,Low Value
4518,1979,35,Graduation,Together,85693.0,0,1,1,2013-04-20,435,59,386,172,183,185,132,111,1169,2,9,5,11,5,27,0,0,0,0,0,0,0,0,0,0.7969314079422383,Mid Value,Potential Loyalists
9370,1945,69,PhD,Married,65846.0,0,0,0,2013-05-17,408,68,562,81,276,80,40,81,1120,1,6,3,6,4,16,0,0,0,0,0,0,0,0,0,0.7768501805054152,Mid Value,Low Value
8908,1959,55,Graduation,Married,87195.0,0,0,0,2014-05-08,52,35,217,76,690,50,26,38,1097,1,3,11,5,1,20,0,0,0,0,0,1,0,1,0,0.7682761732851986,Mid Value,Potential Loyalists
8373,1979,35,Basic,Together,24594.0,1,0,1,2013-12-10,201,94,1,3,6,10,0,9,29,1,1,0,3,5,5,0,0,0,0,0,0,0,0,0,0.07694043321299639,Low Value,Low Value
7533,1964,50,Graduation,Married,49096.0,1,1,2,2013-09-24,278,15,144,1,32,2,1,7,187,4,4,1,4,7,13,0,0,0,0,0,0,0,0,0,0.3953068592057762,Low Value,Low Value
2683,1969,45,Graduation,Married,52413.0,0,2,2,2013-02-02,512,56,295,106,271,75,98,65,910,4,6,4,12,6,26,0,0,0,0,0,0,0,0,0,0.6958483754512635,Mid Value,Potential Loyalists
3629,1978,36,Graduation,Single,38557.0,1,0,1,2012-12-19,557,17,76,3,31,4,4,27,145,2,3,1,3,7,9,0,0,0,0,0,0,0,0,0,0.3641696750902527,Low Value,Low Value
10991,1960,54,Master,Married,89058.0,0,0,0,2012-12-07,569,18,454,194,106,31,22,43,850,1,5,4,4,2,14,0,0,0,0,0,0,0,0,0,0.6714801444043321,Mid Value,Potential Loyalists
5077,1979,35,Graduation,Together,77298.0,0,1,1,2013-11-02,239,46,425,115,292,23,35,79,969,1,6,6,11,3,24,0,0,0,0,0,0,0,0,0,0.7168321299638989,Mid Value,Potential Loyalists
7431,1991,23,PhD,Single,68126.0,0,0,0,2012-11-10,596,40,1332,17,311,23,51,86,1820,1,7,4,5,9,17,0,0,0,1,0,1,1,2,0,0.9566787003610109,High Value,Champions
3267,1963,51,Master,Together,57288.0,0,1,1,2014-06-25,4,27,527,0,21,0,0,60,608,3,8,1,8,6,20,0,0,0,1,0,0,1,1,0,0.5925090252707581,Mid Value,Potential Loyalists
999,1991,23,Graduation,Single,86037.0,0,0,0,2013-01-02,543,95,490,44,125,29,20,22,730,1,6,7,11,3,25,0,0,0,1,1,1,2,3,0,0.6297382671480144,Mid Value,Loyal Customers
9215,1980,34,PhD,Married,43974.0,1,0,1,2012-12-12,564,19,378,0,101,0,0,72,551,5,6,4,6,7,21,0,0,0,0,0,0,0,0,0,0.5717509025270758,Mid Value,Potential Loyalists
2286,1962,52,Graduation,Single,50785.0,1,1,2,2013-09-10,292,27,64,1,21,0,1,27,114,2,2,1,3,6,8,0,0,0,0,0,0,0,0,0,0.3328068592057762,Low Value,Low Value
1592,1970,44,Graduation,Married,90765.0,0,0,0,2014-01-24,156,25,547,99,812,151,82,33,1724,0,4,6,5,1,15,1,0,0,0,1,0,2,2,0,0.9420126353790613,High Value,Potential Loyalists
367,1978,36,2n Cycle,Married,36550.0,1,0,1,2013-02-19,495,74,47,90,94,123,103,120,577,5,9,1,5,9,20,0,0,0,0,0,0,0,0,0,0.581904332129964,Mid Value,Loyal Customers
5234,1967,47,2n Cycle,Together,30753.0,1,1,2,2013-07-11,353,85,12,5,25,0,9,30,81,2,1,1,3,5,7,0,0,0,0,0,0,0,0,0,0.28497292418772563,Low Value,Low Value
9862,1969,45,Graduation,Together,21918.0,1,0,1,2013-11-14,227,37,1,6,7,11,5,3,33,2,2,0,3,6,7,0,0,0,0,0,0,0,0,0,0.09408844765342961,Low Value,Low Value
9805,1953,61,Master,Together,56129.0,0,1,1,2013-06-20,374,65,320,48,133,39,72,48,660,4,6,2,10,4,22,0,0,0,0,0,0,0,0,0,0.6078519855595668,Mid Value,Loyal Customers
6205,1967,47,Master,Single,32557.0,1,0,1,2014-02-24,125,13,34,3,29,0,4,10,80,3,2,1,3,5,9,0,0,0,0,0,1,0,1,0,0.28203971119133575,Low Value,Low Value
8442,1985,29,Master,Married,19510.0,2,0,2,2013-09-04,298,63,9,0,7,3,4,7,30,2,1,0,3,7,6,0,0,0,0,0,0,0,0,0,0.0812274368231047,Low Value,Low Value
7386,1976,38,Graduation,Divorced,30992.0,1,0,1,2013-04-22,433,83,17,0,14,7,3,2,43,1,1,0,3,7,5,0,0,0,0,0,0,0,0,0,0.13740974729241878,Low Value,Low Value
7215,1983,31,Graduation,Single,101970.0,0,0,0,2013-03-12,474,69,722,27,102,44,72,168,1135,0,6,8,13,2,27,1,0,0,1,1,1,3,4,0,0.7818140794223827,Mid Value,Loyal Customers
1491,1965,49,2n Cycle,Together,71488.0,0,0,0,2013-02-18,496,87,162,33,124,40,28,172,559,2,3,4,7,1,16,0,0,0,0,0,0,0,0,0,0.5731046931407943,Mid Value,Low Value
11071,1984,30,Graduation,Single,79607.0,0,0,0,2013-04-21,434,37,450,133,951,173,0,216,1923,1,3,6,6,1,16,0,0,0,0,0,1,0,1,0,0.970442238267148,High Value,Potential Loyalists
3381,1953,61,Master,Married,54348.0,1,1,2,2014-06-08,21,51,70,0,16,0,0,4,90,2,2,0,4,6,8,0,0,0,0,0,0,0,0,0,0.29896209386281586,Low Value,Low Value
11051,1956,58,PhD,Together,77376.0,1,1,2,2014-05-10,50,72,492,19,110,16,12,12,661,4,6,3,10,4,23,0,0,0,0,0,0,0,0,0,0.6089801444043321,Mid Value,Loyal Customers
8026,1952,62,Graduation,Married,62998.0,0,1,1,2013-09-30,272,10,120,58,73,65,89,58,463,5,5,4,5,5,19,0,0,0,0,0,0,0,0,0,0.539485559566787,Mid Value,Potential Loyalists
433,1958,56,Master,Alone,61331.0,1,1,2,2013-03-10,476,42,534,5,47,0,5,41,632,5,11,1,6,8,23,0,0,0,0,0,0,0,0,0,0.5979241877256317,Mid Value,Potential Loyalists
9597,1969,45,Graduation,Married,73448.0,0,0,0,2014-02-10,139,10,236,106,189,23,41,130,725,1,7,2,9,4,19,0,0,0,0,0,0,0,0,0,0.6261281588447654,Mid Value,Potential Loyalists
5290,1964,50,PhD,Married,41551.0,1,1,2,2013-08-14,319,51,220,0,33,3,0,23,279,5,5,1,5,8,16,0,0,0,0,0,0,0,0,0,0.45013537906137185,Low Value,Low Value
1685,1967,47,PhD,Together,62981.0,0,0,0,2013-03-17,469,21,796,14,590,38,44,0,1482,1,4,5,13,3,23,0,0,0,1,0,0,1,1,0,0.8865072202166066,High Value,Champions
5342,1976,38,Basic,Divorced,9548.0,1,0,1,2012-08-08,690,31,0,1,3,10,6,9,29,2,1,0,3,8,6,0,0,0,0,0,0,0,0,0,0.07694043321299639,Low Value,Low Value
9579,1959,55,PhD,Married,33762.0,2,1,3,2013-07-07,357,61,53,1,34,2,0,16,106,3,2,2,2,8,9,0,0,0,0,0,0,0,0,0,0.3276173285198556,Low Value,Low Value
7660,1973,41,PhD,Alone,35860.0,1,1,2,2014-05-19,41,37,15,0,8,4,2,20,49,2,1,1,2,5,6,0,0,1,0,0,1,1,2,0,0.17373646209386281,Low Value,Low Value
1461,1965,49,PhD,Divorced,36921.0,1,1,2,2013-07-28,336,74,17,1,12,3,1,4,38,2,2,0,3,7,7,0,0,0,0,0,0,0,0,0,0.11529783393501805,Low Value,Low Value
821,1992,22,Master,Single,92859.0,0,0,0,2012-10-19,618,46,962,61,921,52,61,20,2077,1,5,4,12,2,22,0,0,0,0,0,0,0,0,0,0.9842057761732852,High Value,Champions
11084,1976,38,Master,Together,65104.0,0,1,1,2013-11-14,227,4,738,0,232,13,20,50,1053,2,3,5,7,7,17,0,0,0,0,0,1,0,1,0,0.7524819494584838,Mid Value,Potential Loyalists
