customer_id,age,balance,job_type,marital_status,education_level,contact_type,num_transactions,avg_transaction_value,churn
48,35,4470,entrepreneur,married,secondary,email,16,115.29,0
49,21,5383,entrepreneur,divorced,secondary,phone,17,149.26,0
50,42,7710,blue_collar,single,tertiary,sms,48,40.42,0
51,31,10658,blue_collar,married,primary,phone,48,158.95,0
52,67,15024,student,divorced,primary,email,38,167.15,0
53,26,14939,student,married,secondary,phone,18,481.3,0
54,43,12049,student,single,tertiary,sms,22,298.97,0
55,19,10726,entrepreneur,divorced,secondary,email,22,395.82,0
56,37,2093,entrepreneur,married,primary,sms,35,32.23,0
57,45,969,white_collar,divorced,secondary,sms,31,62.2,0
58,64,1114,student,married,primary,email,40,409.12,0
59,24,10203,entrepreneur,married,tertiary,email,27,315.54,0
60,61,17086,white_collar,single,secondary,phone,36,103.58,0
61,25,12113,student,single,tertiary,email,4,208.35,1
62,64,790,blue_collar,married,secondary,phone,49,273.95,0
63,52,16973,blue_collar,divorced,secondary,email,5,423.37,0
64,31,10848,entrepreneur,divorced,secondary,sms,25,39.6,0
65,34,8124,white_collar,single,secondary,phone,31,302.39,0
66,53,16778,blue_collar,married,secondary,email,14,361.35,0
67,67,5588,white_collar,single,tertiary,phone,30,489.17,0
68,57,11135,white_collar,married,tertiary,phone,47,405.51,0
69,21,19396,blue_collar,married,primary,phone,12,145.35,0
70,19,18357,white_collar,single,secondary,sms,27,357.69,0
71,23,12955,blue_collar,divorced,primary,email,45,384.01,0
72,59,19742,entrepreneur,single,tertiary,email,24,367.57,0
73,21,2917,student,married,primary,phone,30,411.87,0
74,46,4558,student,single,tertiary,email,18,452.83,1
75,35,5407,entrepreneur,divorced,secondary,sms,14,58.23,0
76,43,9033,blue_collar,divorced,primary,phone,19,61.33,0
77,61,18525,blue_collar,married,primary,sms,22,400.24,0
78,51,17163,blue_collar,single,primary,sms,26,133.66,0
79,27,10759,blue_collar,divorced,primary,email,7,38.69,0
80,53,5838,entrepreneur,single,secondary,email,28,206.6,0
81,31,5768,student,divorced,tertiary,phone,38,411.74,0
82,48,14527,white_collar,married,tertiary,sms,5,72.02,0
83,65,7797,white_collar,married,secondary,email,36,339.2,0
84,32,16546,student,single,tertiary,phone,18,11.77,0
85,25,7929,entrepreneur,married,primary,phone,14,63.77,0
86,31,10851,white_collar,divorced,secondary,email,48,181.92,0
87,40,13550,student,married,tertiary,sms,23,50.97,0
88,57,7452,entrepreneur,divorced,secondary,phone,14,424.49,0
89,38,13616,white_collar,divorced,secondary,email,32,433.39,0
90,33,8426,blue_collar,married,tertiary,phone,5,380.23,0
91,62,3744,blue_collar,divorced,tertiary,email,22,128.82,0
92,35,8103,entrepreneur,divorced,secondary,phone,28,266.39,0
93,64,3378,blue_collar,single,secondary,sms,43,100.25,1
94,41,7396,entrepreneur,single,tertiary,phone,12,147.83,0
95,43,3174,student,single,secondary,email,18,262.84,1
96,42,13361,student,married,tertiary,email,36,370.16,0
97,62,11273,white_collar,single,secondary,email,31,56.38,0
98,58,8412,entrepreneur,divorced,secondary,sms,13,155.38,0
99,46,1737,white_collar,married,secondary,email,20,464.04,0
100,32,13752,white_collar,married,tertiary,email,45,220.27,0
101,62,5203,student,married,primary,sms,36,470.05,0
102,18,17128,white_collar,married,tertiary,email,7,495.79,0
103,42,2132,blue_collar,divorced,secondary,email,23,268.06,0
104,24,2861,white_collar,divorced,primary,sms,34,151.14,0
105,26,15295,entrepreneur,single,primary,phone,32,397.48,0
106,41,18552,blue_collar,married,secondary,email,21,88.06,0
107,18,16725,student,single,tertiary,phone,6,133.5,1
108,61,2768,entrepreneur,divorced,primary,sms,16,394.59,0
109,25,14738,blue_collar,married,primary,email,35,222.49,0
110,41,16054,entrepreneur,divorced,tertiary,email,47,108.75,0
111,28,17286,blue_collar,single,tertiary,sms,20,329.05,0
112,68,12456,entrepreneur,divorced,primary,email,42,369.05,0
113,34,295,entrepreneur,married,tertiary,phone,41,71.28,0
114,25,2287,blue_collar,married,primary,phone,11,145.72,0
115,52,11807,student,single,secondary,sms,32,118.43,0
116,52,2430,student,married,tertiary,email,14,196.13,0
117,50,3706,entrepreneur,divorced,primary,email,24,384.09,0
118,22,160,entrepreneur,divorced,tertiary,sms,44,359.72,0
119,59,14487,student,divorced,tertiary,phone,39,334.64,0
120,56,4027,student,divorced,primary,phone,43,13.08,0
121,58,6396,white_collar,single,secondary,sms,31,79.65,0
122,45,13722,student,divorced,primary,email,17,119.42,0
123,24,14225,entrepreneur,single,tertiary,phone,25,143.26,0
124,26,2691,blue_collar,divorced,primary,email,9,81.75,1
125,25,12227,student,single,tertiary,phone,22,211.05,0
126,29,15848,white_collar,divorced,primary,email,45,46.84,0
127,51,6221,white_collar,divorced,secondary,phone,48,377.51,0
128,50,1300,white_collar,single,secondary,email,35,395.98,1
129,65,15821,blue_collar,married,secondary,sms,37,291.39,0
130,40,19338,student,married,secondary,phone,17,53.96,0
131,41,11187,student,married,primary,sms,28,446.14,0
132,54,7072,student,single,secondary,phone,1,483.16,1
133,52,236,blue_collar,married,primary,phone,9,109.16,1
134,61,17513,blue_collar,married,tertiary,phone,49,355.27,0
135,57,15446,entrepreneur,single,tertiary,email,13,422.55,0
136,39,19078,white_collar,married,tertiary,phone,47,274.52,0
137,44,761,white_collar,married,secondary,sms,32,168.43,0
138,52,2572,student,married,secondary,email,28,244.49,0
139,18,186,blue_collar,single,secondary,email,31,261.01,1
140,52,10804,blue_collar,single,tertiary,phone,8,206.31,1
141,54,6319,student,married,tertiary,email,8,465.62,0
142,64,16422,student,married,tertiary,phone,34,374.5,0
143,31,14849,entrepreneur,single,tertiary,sms,23,128.24,0
144,20,7068,white_collar,married,primary,email,10,296.92,0
145,18,19257,white_collar,single,primary,email,37,347.46,0
146,22,13696,white_collar,married,secondary,sms,48,78.68,0
147,43,1800,entrepreneur,single,secondary,sms,25,185.63,1
148,31,2800,student,divorced,tertiary,phone,33,453.72,0
149,56,11921,student,divorced,primary,email,45,287.91,0
150,44,18131,white_collar,single,primary,sms,4,116.33,1
151,26,5620,white_collar,divorced,secondary,email,7,70.16,0
152,32,11610,entrepreneur,married,primary,sms,33,263.93,0
153,32,3787,blue_collar,single,secondary,email,2,278.37,1
154,43,17080,blue_collar,single,tertiary,sms,48,173.86,0
155,59,8937,white_collar,married,tertiary,email,46,318.9,0
156,30,15055,entrepreneur,married,secondary,phone,32,43.66,0
157,68,11381,white_collar,single,tertiary,email,5,81.12,1
158,49,14017,blue_collar,married,tertiary,phone,46,277.67,0
159,56,4857,white_collar,single,primary,phone,17,40.29,1
160,66,13145,blue_collar,married,primary,phone,12,441.65,0
161,69,9012,blue_collar,single,primary,email,12,79.65,0
162,49,4833,blue_collar,married,primary,email,35,340.22,0
163,21,7181,student,married,primary,phone,21,201.69,0
164,47,8790,student,divorced,secondary,sms,21,205.9,0
165,54,1773,white_collar,divorced,secondary,email,2,384.8,1
166,40,14418,blue_collar,divorced,primary,email,21,254.74,0
167,56,11271,student,married,tertiary,email,15,365.57,0
168,62,13645,white_collar,single,tertiary,email,11,257.54,0
169,32,11903,white_collar,married,secondary,phone,10,300.52,0
170,60,2394,white_collar,divorced,secondary,sms,18,382.75,0
171,46,3730,white_collar,married,secondary,sms,23,307.58,0
172,53,15193,white_collar,divorced,tertiary,sms,31,311.65,0
173,30,16630,entrepreneur,divorced,secondary,sms,26,396.72,0
174,49,14553,blue_collar,single,tertiary,phone,2,475.05,1
175,24,12274,white_collar,single,secondary,email,39,194.59,0
176,68,3553,entrepreneur,divorced,tertiary,email,7,292.79,1
177,39,4607,blue_collar,divorced,secondary,phone,24,52.27,0
178,45,10702,student,married,secondary,email,39,185.81,0
179,19,5728,white_collar,divorced,tertiary,phone,32,211.9,0
180,59,8428,entrepreneur,married,secondary,sms,26,419.27,0
181,62,15634,student,divorced,primary,phone,23,261.56,0
182,23,19844,entrepreneur,single,tertiary,email,14,368.22,0
183,45,19489,blue_collar,single,secondary,email,29,19.31,0
184,45,3652,blue_collar,divorced,tertiary,email,25,237.6,0
185,61,16502,student,married,secondary,sms,31,451.65,0
186,61,2342,entrepreneur,married,primary,phone,2,119.91,1
187,37,14765,white_collar,married,secondary,phone,2,25.45,0
188,47,5197,white_collar,divorced,secondary,email,23,222.37,0
189,28,8740,student,divorced,primary,phone,47,355.17,0
190,45,2048,student,single,tertiary,email,11,232.69,1
191,42,5718,student,single,secondary,phone,29,235.39,0
192,56,4336,entrepreneur,divorced,secondary,sms,42,338.2,0
193,50,2020,white_collar,single,primary,sms,35,134.65,1
194,18,11269,white_collar,married,tertiary,phone,49,378.43,0
195,44,4288,white_collar,married,tertiary,sms,9,85.03,1
196,69,12307,student,divorced,primary,sms,32,203.92,0
197,30,338,white_collar,married,primary,sms,30,331.44,0
198,58,304,blue_collar,divorced,secondary,email,15,415.9,0
199,20,10899,student,married,primary,phone,14,397.85,0
200,56,5652,white_collar,divorced,primary,phone,17,363.63,0
201,23,5027,entrepreneur,married,primary,email,22,185.96,0
202,25,11264,student,married,tertiary,email,30,69.93,0
203,44,4490,blue_collar,single,primary,sms,17,116.25,1
204,26,19171,blue_collar,single,secondary,phone,16,433.77,0
205,54,15741,entrepreneur,single,secondary,email,8,430.09,1
206,50,6260,entrepreneur,single,secondary,sms,39,476.26,0
207,68,15910,student,single,primary,phone,31,47.23,0
208,59,5226,student,single,tertiary,sms,12,273.04,0
209,61,916,blue_collar,divorced,primary,phone,33,327.85,0
210,41,13514,entrepreneur,divorced,primary,sms,12,358.22,0
211,32,292,student,single,secondary,phone,25,325.49,1
212,49,18260,blue_collar,divorced,primary,phone,38,387.31,0
213,49,3745,entrepreneur,single,tertiary,phone,48,186.14,1
214,41,12916,blue_collar,divorced,secondary,phone,18,97.92,0
215,58,6414,white_collar,married,tertiary,sms,19,110.25,0
216,69,18272,entrepreneur,divorced,tertiary,email,3,15.87,0
217,66,7474,student,divorced,tertiary,phone,35,181.66,0
218,66,3800,student,divorced,primary,phone,5,54.95,1
219,69,10755,white_collar,married,primary,phone,35,167.53,0
220,29,15229,entrepreneur,single,primary,phone,27,317.82,0
221,56,9459,blue_collar,divorced,primary,sms,37,448.29,0
222,19,3993,student,divorced,secondary,email,46,421.41,0
223,20,6911,white_collar,married,primary,email,21,133.81,0
224,66,9388,white_collar,single,secondary,email,16,75.7,0
225,54,19163,entrepreneur,divorced,tertiary,sms,28,104.61,0
226,66,604,entrepreneur,married,secondary,email,25,485.78,0
227,34,9913,student,single,primary,sms,33,279.24,0
228,66,14771,white_collar,single,secondary,sms,17,99.43,0
229,19,10838,blue_collar,divorced,primary,phone,43,421.97,0
230,19,11286,white_collar,divorced,primary,sms,30,203.64,0
231,45,6873,blue_collar,divorced,secondary,email,41,450.62,0
232,40,3916,blue_collar,divorced,secondary,email,4,137.73,1
233,54,817,student,married,tertiary,email,2,202.68,1
234,49,11776,white_collar,married,tertiary,phone,9,257.42,0
235,50,4534,blue_collar,divorced,tertiary,phone,31,447.38,0
236,18,17142,entrepreneur,single,tertiary,phone,25,435.69,0
237,36,5157,blue_collar,divorced,tertiary,sms,37,291.43,0
238,19,5094,entrepreneur,single,secondary,email,36,118.67,0
239,61,4334,entrepreneur,single,tertiary,sms,5,207.64,1
240,43,3864,white_collar,single,secondary,sms,24,488.06,1
241,49,11281,entrepreneur,married,tertiary,email,24,307.81,0
242,23,4737,blue_collar,single,primary,phone,29,392.74,1
243,49,2204,entrepreneur,single,tertiary,email,45,230.43,1
244,21,9547,white_collar,married,primary,sms,31,270.68,0
245,28,10774,student,single,secondary,sms,37,220.19,0
246,34,19091,blue_collar,single,tertiary,phone,19,354.43,0
247,55,8485,blue_collar,divorced,secondary,sms,23,427.22,0
248,41,12099,white_collar,single,tertiary,sms,35,258.61,0
249,22,3819,white_collar,single,secondary,email,6,245.63,1
250,69,2681,white_collar,single,tertiary,phone,6,176.74,1
251,51,19049,white_collar,single,tertiary,email,37,96.78,0
252,23,2863,blue_collar,single,primary,email,30,470.23,1
253,39,6091,student,married,secondary,email,1,164.88,0
254,28,10631,entrepreneur,single,secondary,sms,8,402.34,1
255,65,19890,entrepreneur,single,secondary,sms,28,360.52,0
256,33,11164,student,married,secondary,phone,25,397.55,0
257,50,11412,student,married,secondary,sms,33,469.02,0
258,26,4880,student,single,primary,phone,38,315.45,1
259,23,4277,white_collar,single,tertiary,email,14,450.0,1
260,33,15269,blue_collar,single,primary,email,11,92.17,0
261,46,6576,blue_collar,divorced,secondary,sms,2,317.09,0
262,20,19088,blue_collar,divorced,secondary,sms,30,388.42,0
263,37,2482,white_collar,single,tertiary,phone,30,143.1,1
264,53,17015,blue_collar,married,primary,sms,4,372.97,0
265,36,12608,white_collar,single,tertiary,sms,13,391.45,0
266,43,734,blue_collar,married,tertiary,sms,7,417.28,1
267,20,12096,student,married,primary,email,38,163.31,0
268,36,14262,entrepreneur,married,tertiary,sms,3,343.99,0
269,37,16486,entrepreneur,single,primary,sms,9,159.08,1
270,49,14105,white_collar,single,primary,email,14,372.13,0
271,24,8497,blue_collar,married,secondary,email,11,236.86,0
272,69,12427,entrepreneur,divorced,tertiary,email,37,302.8,0
273,58,14494,student,divorced,secondary,email,14,213.76,0
274,50,2990,student,divorced,tertiary,sms,19,89.37,0
275,57,10958,student,married,tertiary,sms,8,97.23,0
276,56,8126,white_collar,single,secondary,sms,7,48.01,1
277,35,3406,white_collar,married,secondary,phone,7,312.86,1
278,57,997,blue_collar,divorced,secondary,email,3,425.83,1
279,18,9377,student,single,primary,sms,3,20.21,1
280,28,9571,blue_collar,married,tertiary,sms,18,42.46,0
281,45,14996,blue_collar,married,primary,sms,45,234.16,0
282,42,15340,student,divorced,tertiary,email,33,371.48,0
283,67,14783,blue_collar,married,tertiary,email,37,87.28,0
284,40,770,entrepreneur,single,primary,email,28,143.11,1
285,48,17989,white_collar,divorced,primary,sms,36,123.68,0
286,47,11867,blue_collar,divorced,tertiary,email,16,205.54,0
287,59,13106,student,single,secondary,sms,15,120.25,0
288,52,15868,white_collar,divorced,secondary,phone,29,182.77,0
289,24,16733,white_collar,married,secondary,email,18,366.99,0
290,33,1992,blue_collar,married,secondary,email,49,309.39,0
291,43,3539,entrepreneur,divorced,tertiary,sms,46,49.78,0
292,65,2954,blue_collar,single,secondary,email,46,322.5,1
293,69,11677,entrepreneur,married,secondary,email,19,243.77,0
294,66,11863,white_collar,single,secondary,sms,29,467.94,0
295,19,11718,blue_collar,married,tertiary,sms,6,151.76,0
296,18,8335,student,married,primary,sms,45,365.82,0
297,65,2718,blue_collar,divorced,secondary,phone,47,368.12,0
298,29,3263,entrepreneur,divorced,tertiary,sms,27,118.54,0
299,22,3042,entrepreneur,single,tertiary,email,7,452.58,1
300,54,2025,blue_collar,divorced,secondary,phone,27,250.68,0
301,49,3072,entrepreneur,married,primary,sms,19,342.65,0
302,26,11805,white_collar,married,primary,phone,17,81.47,0
303,58,10740,blue_collar,single,primary,phone,41,136.32,0
304,52,11066,entrepreneur,single,tertiary,email,11,297.19,0
305,36,17474,blue_collar,married,secondary,phone,5,166.32,0
306,65,11238,blue_collar,divorced,secondary,sms,2,254.85,0
307,33,18296,student,divorced,tertiary,phone,47,193.26,0
308,20,16035,blue_collar,single,secondary,phone,12,323.87,0
309,37,13245,student,single,secondary,email,42,248.7,0
310,41,589,entrepreneur,married,primary,email,42,12.26,0
311,50,11848,student,married,secondary,sms,11,328.34,0
312,41,19375,student,single,secondary,email,10,216.84,0
313,69,3616,student,married,tertiary,sms,28,177.43,0
314,28,19824,white_collar,single,tertiary,sms,7,56.13,1
315,66,6510,student,single,primary,email,14,117.98,0
316,25,153,blue_collar,divorced,tertiary,phone,13,119.65,0
317,53,19059,student,single,primary,email,5,468.33,1
318,55,17099,blue_collar,married,primary,phone,42,221.93,0
319,57,6044,student,divorced,secondary,phone,8,30.61,0
320,37,7504,white_collar,divorced,primary,sms,1,78.02,0
321,52,1054,entrepreneur,married,secondary,sms,5,48.73,1
322,65,10725,student,married,primary,email,11,298.55,0
323,42,1729,student,married,tertiary,phone,43,101.44,0
324,52,11073,white_collar,single,tertiary,email,48,254.29,0
325,42,6959,student,divorced,tertiary,sms,10,191.33,0
326,46,8941,blue_collar,single,primary,phone,15,403.9,0
327,35,10639,student,single,primary,email,39,167.04,0
328,63,12782,student,single,secondary,email,47,234.55,0
329,35,3378,entrepreneur,single,secondary,sms,29,363.43,1
330,19,19045,entrepreneur,divorced,secondary,sms,25,222.34,0
331,52,6639,student,divorced,secondary,sms,48,398.68,0
332,33,16854,white_collar,single,primary,sms,6,334.23,1
333,58,957,entrepreneur,married,primary,email,11,211.16,0
334,53,4986,student,divorced,secondary,sms,17,256.95,0
335,50,13045,entrepreneur,single,primary,sms,15,483.93,0
336,21,7585,student,married,primary,email,16,334.19,0
337,50,13780,entrepreneur,married,primary,email,2,453.45,0
338,31,16867,entrepreneur,single,primary,phone,36,97.59,0
339,38,14497,blue_collar,divorced,secondary,email,19,246.79,0
340,65,10844,student,married,secondary,phone,38,455.24,0
341,37,4434,student,divorced,primary,sms,21,168.08,0
342,25,19209,student,divorced,tertiary,phone,11,484.16,0
343,24,12326,student,married,secondary,phone,41,57.57,0
344,20,13540,entrepreneur,single,secondary,sms,3,452.31,1
345,34,15120,blue_collar,married,tertiary,sms,34,228.15,0
346,50,4351,blue_collar,married,secondary,sms,18,46.13,0
347,65,12280,white_collar,divorced,tertiary,phone,15,440.97,0
348,29,16240,student,single,tertiary,email,25,133.45,0
349,68,1022,white_collar,divorced,primary,email,15,20.9,0
350,39,19399,entrepreneur,married,secondary,email,30,76.55,0
351,39,8057,white_collar,single,tertiary,sms,17,332.97,0
352,63,19530,student,single,primary,sms,18,489.13,0
353,47,15896,blue_collar,single,secondary,email,31,64.62,0
354,55,1330,blue_collar,single,primary,sms,43,236.35,1
355,55,10727,student,single,primary,phone,18,98.51,0
356,62,10106,entrepreneur,married,tertiary,phone,35,375.07,0
357,68,5033,student,married,secondary,sms,13,67.85,0
358,25,14395,entrepreneur,married,primary,email,14,127.52,0
359,44,16477,blue_collar,divorced,tertiary,email,36,106.24,0
360,44,303,entrepreneur,single,tertiary,phone,18,280.73,1
361,51,16644,student,single,primary,sms,5,437.86,1
362,38,15999,student,married,primary,email,14,260.43,0
363,47,3848,student,single,tertiary,email,25,38.54,1
364,50,6818,entrepreneur,divorced,primary,sms,44,286.06,0
365,45,19065,entrepreneur,single,primary,sms,39,400.79,0
366,64,1193,entrepreneur,single,secondary,email,12,74.76,1
367,50,15328,blue_collar,divorced,tertiary,sms,40,45.63,0
368,22,16134,white_collar,married,primary,sms,28,102.03,0
369,65,5810,white_collar,married,tertiary,sms,35,375.58,0
370,36,9832,student,single,secondary,email,1,299.92,1
371,21,19359,blue_collar,divorced,tertiary,phone,3,274.89,0
372,52,3291,entrepreneur,married,tertiary,sms,43,132.25,0
373,66,18321,student,married,tertiary,email,7,172.8,0
374,34,789,blue_collar,married,secondary,phone,9,483.28,1
375,61,2203,student,single,secondary,email,36,127.91,1
376,45,465,blue_collar,divorced,tertiary,email,23,451.81,0
377,47,14110,blue_collar,single,tertiary,email,24,294.46,0
378,46,11867,white_collar,married,secondary,phone,10,70.42,0
379,63,16203,student,divorced,primary,email,48,238.98,0
380,23,12842,entrepreneur,single,secondary,phone,12,474.79,0
381,52,12491,white_collar,married,tertiary,sms,19,215.1,0
382,58,4272,white_collar,married,primary,phone,32,433.06,0
383,54,15723,entrepreneur,single,primary,email,24,135.65,0
384,41,2478,blue_collar,married,primary,phone,22,289.75,0
385,46,17689,entrepreneur,married,secondary,email,3,423.49,0
386,66,12131,student,divorced,secondary,sms,40,461.14,0
387,63,5769,entrepreneur,married,secondary,phone,27,248.05,0
388,48,2835,blue_collar,single,secondary,sms,19,323.45,1
389,52,9967,entrepreneur,divorced,tertiary,phone,9,11.46,0
390,50,8590,blue_collar,single,primary,email,49,134.08,0
391,69,1056,blue_collar,married,tertiary,phone,13,146.57,0
392,38,9406,student,divorced,secondary,sms,2,55.81,0
393,49,6723,entrepreneur,divorced,secondary,phone,36,147.05,0
394,40,15008,entrepreneur,divorced,tertiary,sms,29,167.35,0
395,50,17958,student,divorced,primary,sms,11,484.7,0
396,20,4560,blue_collar,single,primary,email,34,337.62,1
397,35,14086,entrepreneur,married,secondary,phone,4,218.74,0
398,42,12738,student,married,secondary,sms,4,494.15,0
399,59,19312,blue_collar,divorced,secondary,email,1,85.08,0
400,48,2950,student,married,secondary,email,25,243.27,0
401,20,13399,entrepreneur,single,primary,email,26,327.06,0
402,57,10798,student,married,tertiary,sms,11,37.23,0
403,63,19448,white_collar,single,primary,phone,23,361.33,0
404,41,4694,blue_collar,single,tertiary,sms,2,58.94,1
405,67,14382,white_collar,married,secondary,email,19,78.74,0
406,49,16385,white_collar,single,secondary,sms,29,88.25,0
407,64,14434,blue_collar,single,tertiary,sms,40,465.16,0
408,39,6744,blue_collar,single,secondary,email,4,344.79,1
409,40,2950,student,single,primary,phone,16,331.16,1
410,19,15033,blue_collar,divorced,secondary,email,47,282.19,0
411,44,265,white_collar,married,secondary,email,37,153.47,0
412,59,10801,white_collar,divorced,secondary,sms,27,314.24,0
413,19,1019,entrepreneur,single,secondary,email,5,210.97,1
414,43,8405,blue_collar,married,primary,sms,15,81.25,0
415,34,19988,white_collar,single,tertiary,email,23,347.9,0
416,57,17475,entrepreneur,married,secondary,email,49,73.5,0
417,50,15815,entrepreneur,divorced,secondary,phone,3,103.43,0
418,26,3939,student,married,primary,email,18,410.67,0
419,60,17742,white_collar,single,primary,phone,43,333.46,0
420,65,11718,student,married,primary,email,26,319.19,0
421,56,13619,white_collar,married,secondary,email,6,214.92,0
422,46,10876,student,divorced,tertiary,email,44,204.18,0
423,59,167,student,single,primary,phone,17,348.23,1
424,43,9888,blue_collar,married,primary,sms,46,372.6,0
425,52,5760,student,divorced,primary,phone,38,260.0,0
426,67,4578,blue_collar,married,tertiary,email,42,484.94,0
427,42,8310,entrepreneur,single,secondary,sms,48,478.29,0
428,41,11022,white_collar,married,secondary,email,27,212.09,0
429,30,3621,entrepreneur,married,secondary,phone,20,412.1,0
430,24,672,white_collar,married,primary,phone,6,276.2,1
431,53,7182,entrepreneur,married,secondary,sms,35,260.76,0
432,62,5495,white_collar,single,primary,phone,12,36.93,0
433,37,15507,student,divorced,tertiary,email,48,291.25,0
434,18,18742,white_collar,divorced,tertiary,sms,3,451.28,0
435,25,11194,white_collar,married,secondary,email,48,392.27,0
436,63,750,entrepreneur,single,primary,sms,4,395.3,1
437,33,5841,entrepreneur,single,primary,sms,45,88.37,0
438,31,13381,entrepreneur,single,secondary,email,4,185.64,1
439,29,6938,blue_collar,single,tertiary,phone,4,124.27,1
440,68,19071,blue_collar,single,tertiary,email,39,164.8,0
441,40,3362,white_collar,single,tertiary,phone,21,293.97,1
442,32,17822,white_collar,married,tertiary,phone,44,188.74,0
443,45,5096,student,divorced,tertiary,email,2,284.74,0
444,51,11926,student,divorced,secondary,sms,16,224.87,0
445,19,2927,white_collar,married,secondary,email,7,150.44,1
446,49,14311,blue_collar,divorced,secondary,sms,19,56.75,0
447,40,5332,white_collar,single,tertiary,phone,43,447.0,0
448,39,2317,student,single,tertiary,sms,33,15.57,1
449,68,14332,blue_collar,divorced,secondary,email,9,10.81,0
450,42,14126,blue_collar,single,secondary,sms,37,415.13,0
451,39,19445,student,single,tertiary,phone,17,498.44,0
452,39,19710,white_collar,divorced,primary,phone,27,366.28,0
453,66,13978,entrepreneur,married,secondary,sms,33,17.48,0
454,69,6937,white_collar,divorced,tertiary,phone,49,121.08,0
455,59,7131,white_collar,divorced,tertiary,phone,12,486.19,0
456,23,14906,student,divorced,secondary,sms,45,406.22,0
457,32,3816,blue_collar,divorced,primary,phone,11,287.73,0
458,60,3514,student,married,tertiary,sms,13,126.06,0
459,54,17932,white_collar,married,secondary,sms,31,17.04,0
460,50,670,entrepreneur,single,tertiary,phone,13,20.22,1
461,25,19388,entrepreneur,single,tertiary,sms,38,309.87,0
462,61,13388,entrepreneur,divorced,tertiary,phone,26,20.7,0
463,61,18989,student,single,tertiary,phone,31,496.88,0
464,22,1017,blue_collar,married,primary,phone,22,99.86,0
465,56,10166,student,single,secondary,email,6,358.25,1
466,21,7082,entrepreneur,single,secondary,phone,20,85.98,0
467,23,6436,white_collar,single,secondary,sms,21,274.65,0
468,62,18162,blue_collar,divorced,secondary,sms,10,49.5,0
469,49,17099,student,single,secondary,sms,19,385.72,0
470,69,10041,student,married,primary,email,35,296.61,0
471,47,12480,blue_collar,married,tertiary,email,26,52.22,0
472,64,19989,blue_collar,married,tertiary,sms,7,425.81,0
473,52,11767,white_collar,married,secondary,sms,37,278.04,0
474,57,4629,blue_collar,single,tertiary,email,8,461.58,1
475,69,17619,white_collar,divorced,tertiary,sms,5,459.15,0
476,33,12292,entrepreneur,married,tertiary,phone,44,461.05,0
477,30,8666,entrepreneur,married,secondary,phone,36,48.11,0
